1.244657668240662,0.20657670403671158,2.5401252193381523,3.0349227243316803
-4.0,16.0,-64.0,-148.089665162654
-3.96,15.6816,-62.099136,-158.028707959425
-3.92,15.366399999999999,-60.236287999999995,-122.490659026727
-3.88,15.0544,-58.411072,-181.11014187809
-3.84,14.7456,-56.62310399999999,-111.522379612759
-3.8,14.44,-54.87199999999999,-147.246301072015
-3.76,14.137599999999999,-53.15737599999999,-156.105692872262
-3.72,13.838400000000002,-51.478848000000006,-124.890677044643
-3.68,13.5424,-49.836032,-96.4789810365776
-3.64,13.249600000000001,-48.22854400000001,-103.49788157477
-3.6,12.96,-46.656000000000006,-67.4684474839408
-3.56,12.6736,-45.118016000000004,-106.768513764757
-3.52,12.3904,-43.614208,-124.232757023646
-3.48,12.1104,-42.144192,-60.2364344923092
-3.44,11.833599999999999,-40.707584,-79.8525377936591
-3.4,11.559999999999999,-39.303999999999995,-135.769012417909
-3.36,11.289599999999998,-37.93305599999999,-76.18222965227
-3.32,11.0224,-36.594367999999996,-75.2393010792482
-3.28,10.758399999999998,-35.28755199999999,-97.1941474363284
-3.24,10.497600000000002,-34.012224,-52.0892952124595
-3.2,10.240000000000002,-32.76800000000001,-118.218940397981
-3.16,9.985600000000002,-31.554496000000004,-81.7066367249229
-3.12,9.7344,-30.371328000000002,-75.3322232226956
-3.08,9.4864,-29.218112,-30.9995736797301
-3.04,9.2416,-28.094464000000002,-86.4876616036162
-3.0,9.0,-27.0,-23.8133254064982
-2.96,8.7616,-25.934336,-32.8853565034514
-2.92,8.526399999999999,-24.897087999999997,-30.8066887794317
-2.88,8.2944,-23.887871999999998,-32.9507945741166
-2.84,8.0656,-22.906303999999995,-46.0035944178365
-2.8,7.839999999999999,-21.951999999999995,-65.7891393971134
-2.76,7.617599999999999,-21.024575999999996,-43.2835648221119
-2.72,7.398400000000001,-20.123648000000003,-46.067327667855
-2.68,7.182400000000001,-19.248832000000004,-65.6290827620161
-2.64,6.969600000000001,-18.399744000000002,-65.4508070039347
-2.6,6.760000000000001,-17.576,-30.7941219009556
-2.56,6.5536,-16.777216000000003,-22.1648638322451
-2.52,6.3504000000000005,-16.003008,-30.5564802025661
-2.48,6.1504,-15.252991999999999,-24.8920661905987
-2.44,5.9536,-14.526784,-37.4314207854452
-2.4,5.76,-13.823999999999998,-61.4858280327936
-2.36,5.569599999999999,-13.144255999999999,24.974823302859
-2.32,5.3824,-12.487167999999997,-18.9623779863279
-2.28,5.1983999999999995,-11.852351999999996,-32.1676867363989
-2.24,5.017600000000001,-11.239424000000003,-37.6933813316428
-2.2,4.840000000000001,-10.648000000000003,-13.3663320940108
-2.16,4.6656,-10.077696000000001,-16.0224633315078
-2.12,4.494400000000001,-9.528128,-3.55698125888399
-2.08,4.3264000000000005,-8.998912,-2.19811356494586
-2.04,4.1616,-8.489664000000001,-17.4504610705763
-2.0,4.0,-8.0,-8.23758765575353
-1.96,3.8415999999999997,-7.529535999999999,5.95593662245701
-1.92,3.6864,-7.077887999999999,9.80377127589028
-1.88,3.5343999999999998,-6.644671999999999,10.2097499476131
-1.84,3.3856,-6.229504,-53.9036149291593
-1.8,3.24,-5.832000000000001,8.27136250671066
-1.76,3.0976,-5.451776,21.155153989992
-1.72,2.9583999999999997,-5.088448,-37.0835902064275
-1.68,2.8223999999999996,-4.741631999999999,74.9781565986904
-1.64,2.6895999999999995,-4.410943999999999,-22.3870253052405
-1.6,2.5600000000000005,-4.096000000000001,-35.0911808110192
-1.56,2.4336,-3.7964160000000002,-14.5083083345044
-1.52,2.3104,-3.5118080000000003,-17.5734490846337
-1.48,2.1904,-3.241792,-40.067832066426
-1.44,2.0736,-2.9859839999999997,-31.8381433829907
-1.4,1.9599999999999997,-2.7439999999999993,-19.8898029881009
-1.36,1.8496000000000004,-2.5154560000000004,-18.3157484215714
-1.32,1.7424000000000002,-2.2999680000000002,-18.4105612449786
-1.28,1.6384,-2.0971520000000003,21.6993103425894
-1.24,1.5376,-1.9066239999999999,-12.6313877327749
-1.2,1.44,-1.7279999999999998,-31.8572261328086
-1.16,1.3456,-1.5608959999999996,-1.9796181188291
-1.12,1.2544000000000002,-1.4049280000000004,23.3334146499662
-1.08,1.1664,-1.2597120000000002,1.8998176098596
-1.04,1.0816000000000001,-1.124864,21.1496442523803
-1.0,1.0,-1.0,3.82388168814173
-0.96,0.9216,-0.8847359999999999,-48.1586528566944
-0.92,0.8464,-0.778688,-22.7558039591781
-0.88,0.7744,-0.681472,-1.26278375745988
-0.84,0.7055999999999999,-0.5927039999999999,26.2566391580797
-0.8,0.6400000000000001,-0.5120000000000001,42.0656300824762
-0.76,0.5776,-0.43897600000000003,30.2216634689065
-0.72,0.5184,-0.37324799999999997,33.6959287123242
-0.68,0.4624000000000001,-0.31443200000000004,-7.03112398698922
-0.64,0.4096,-0.26214400000000004,0.131625173863138
-0.6,0.36,-0.21599999999999997,-0.269495784153762
-0.56,0.31360000000000005,-0.17561600000000005,24.1875159329846
-0.52,0.27040000000000003,-0.140608,0.513528712535408
-0.48,0.2304,-0.11059199999999998,35.1107283409644
-0.44,0.1936,-0.085184,-54.269783406351
-0.4,0.16000000000000003,-0.06400000000000002,-12.1846877689278
-0.36,0.1296,-0.046655999999999996,11.5086265383867
-0.32,0.1024,-0.032768000000000005,-49.2778485462292
-0.28,0.07840000000000001,-0.021952000000000006,17.8892875875555
-0.24,0.0576,-0.013823999999999998,18.9085869258881
-0.2,0.04000000000000001,-0.008000000000000002,-23.8180992507482
-0.16,0.0256,-0.004096000000000001,20.1149872652114
-0.12,0.0144,-0.0017279999999999997,20.0163560612061
-0.08,0.0064,-5.120000000000001E-4,-13.7452058710391
-0.04,0.0016,-6.400000000000001E-5,40.5304345534507
0.0,0.0,0.0,46.9232031381398
0.04,0.0016,6.400000000000001E-5,17.9376486761472
0.08,0.0064,5.120000000000001E-4,69.828650540885
0.12,0.0144,0.0017279999999999997,16.6828698104405
0.16,0.0256,0.004096000000000001,6.22191314397313
0.2,0.04000000000000001,0.008000000000000002,-14.7383382654768
0.24,0.0576,0.013823999999999998,-6.8431932139182
0.28,0.07840000000000001,0.021952000000000006,-6.47989674130312
0.32,0.1024,0.032768000000000005,63.087726970589
0.36,0.1296,0.046655999999999996,34.1792463007047
0.4,0.16000000000000003,0.06400000000000002,18.4637925998194
0.44,0.1936,0.085184,3.09985318401538
0.48,0.2304,0.11059199999999998,-9.31988003011215
0.52,0.27040000000000003,0.140608,-13.1118235908742
0.56,0.31360000000000005,0.17561600000000005,-8.0294035602247
0.6,0.36,0.21599999999999997,-2.97545052951529
0.64,0.4096,0.26214400000000004,-49.7251188785323
0.68,0.4624000000000001,0.31443200000000004,-14.3572826695836
0.72,0.5184,0.37324799999999997,35.7374295680753
0.76,0.5776,0.43897600000000003,44.4349129820474
0.8,0.6400000000000001,0.5120000000000001,1.40701283451368
0.84,0.7055999999999999,0.5927039999999999,3.63336561217853
0.88,0.7744,0.681472,-38.6793598812008
0.92,0.8464,0.778688,35.0929216791402
0.96,0.9216,0.8847359999999999,-22.9622893023063
1.0,1.0,1.0,16.3432727468064
1.04,1.0816000000000001,1.124864,4.15578634286537
1.08,1.1664,1.2597120000000002,18.9531090172288
1.12,1.2544000000000002,1.4049280000000004,50.5894703403329
1.16,1.3456,1.5608959999999996,7.32781062799452
1.2,1.44,1.7279999999999998,22.1620377485204
1.24,1.5376,1.9066239999999999,8.23085861573859
1.28,1.6384,2.0971520000000003,22.1159115901575
1.32,1.7424000000000002,2.2999680000000002,14.203857869466
1.36,1.8496000000000004,2.5154560000000004,11.1796987916421
1.4,1.9599999999999997,2.7439999999999993,-14.7797972108346
1.44,2.0736,2.9859839999999997,4.44702353987032
1.48,2.1904,3.241792,3.99304585006139
1.52,2.3104,3.5118080000000003,14.8553451198899
1.56,2.4336,3.7964160000000002,-34.9214041712985
1.6,2.5600000000000005,4.096000000000001,-4.07896031975219
1.64,2.6895999999999995,4.410943999999999,-18.4839562055914
1.68,2.8223999999999996,4.741631999999999,25.6391309246297
1.72,2.9583999999999997,5.088448,42.2921497670253
1.76,3.0976,5.451776,36.007818173345
1.8,3.24,5.832000000000001,3.76702775749709
1.84,3.3856,6.229504,41.6188510631151
1.88,3.5343999999999998,6.644671999999999,32.10451688325
1.92,3.6864,7.077887999999999,51.040263846176
1.96,3.8415999999999997,7.529535999999999,49.9478536023616
2.0,4.0,8.0,17.0144835358914
2.04,4.1616,8.489664000000001,7.22028675390152
2.08,4.3264000000000005,8.998912,51.4887952786687
2.12,4.494400000000001,9.528128,32.463571010593
2.16,4.6656,10.077696000000001,31.2224581358775
2.2,4.840000000000001,10.648000000000003,36.1392787995628
2.24,5.017600000000001,11.239424000000003,47.3499056781175
2.28,5.1983999999999995,11.852351999999996,44.1357602711284
2.32,5.3824,12.487167999999997,85.4795139745949
2.36,5.569599999999999,13.144255999999999,43.1785717070392
2.4,5.76,13.823999999999998,86.9939411156109
2.44,5.9536,14.526784,51.6972282179185
2.48,6.1504,15.252991999999999,38.9706540715338
2.52,6.3504000000000005,16.003008,97.6576758676959
2.56,6.5536,16.777216000000003,80.6407339626969
2.6,6.760000000000001,17.576,116.064742452189
2.64,6.969600000000001,18.399744000000002,38.0812929245262
2.68,7.182400000000001,19.248832000000004,97.7769531900775
2.72,7.398400000000001,20.123648000000003,89.5812722965438
